Date,Ticker,Open,High,Low,Close,Volume,GDP (%),Inflation (%),Interest Rate (%),Unemployment (%),Market Stress Level,Event Flag
2020-09-13,AAPL,209.62,215.13,207.27,211.71,9255361,2.22,2.06,1.61,4.18,0.39,0
2020-09-14,AAPL,209.09,211.79,207.74,209.05,11803246,2.84,2.49,1.73,2.62,0.62,0
2020-09-15,AAPL,216.32,218.17,212.37,216.71,10567502,1.51,1.75,1.81,4.62,0.29,0
2020-09-16,AAPL,212.6,215.81,206.86,211.77,8908314,1.56,2.07,1.52,5.3,0.75,0
2020-09-17,AAPL,218.0,221.21,217.17,220.05,10457992,1.07,2.18,1.57,4.51,0.44,0
2020-09-18,AAPL,213.97,216.62,211.84,215.0,12425216,2.87,2.35,1.19,2.42,0.35,0
2020-09-19,AAPL,215.94,220.55,213.97,219.1,8167451,2.68,2.35,1.53,4.06,0.34,0
2020-09-20,AAPL,208.5,213.19,203.99,206.2,9434226,1.69,1.99,1.57,4.86,0.18,0
2020-09-21,AAPL,214.4,216.85,209.5,214.45,7693298,2.57,2.1,1.27,4.17,0.08,0
2020-09-22,AAPL,216.81,222.09,216.81,220.08,9080902,1.13,2.31,1.59,3.76,0.23,0
2020-09-23,AAPL,207.8,210.36,207.54,207.7,10392262,1.55,1.54,1.56,4.88,0.19,0
2020-09-24,AAPL,212.61,215.36,207.98,214.6,10690150,2.64,1.76,1.84,3.58,0.52,0
2020-09-25,AAPL,221.69,222.82,221.23,222.44,7947261,2.62,1.71,1.91,3.77,0.48,0
2020-09-26,AAPL,207.82,209.6,207.32,208.09,7498607,2.01,1.38,1.33,3.26,0.44,0
2020-09-27,AAPL,205.93,211.91,203.6,204.11,10800962,2.07,1.98,1.2,5.16,0.63,0
2020-09-28,AAPL,210.9,212.42,208.72,209.49,10161583,1.66,2.3,1.56,2.52,0.5,0
2020-09-29,AAPL,213.1,213.71,210.69,211.59,9852054,1.96,2.59,1.15,4.4,0.49,0
2020-09-30,AAPL,208.55,210.03,206.85,207.73,11119154,1.59,1.97,1.38,6.11,0.37,0
2020-10-01,AAPL,222.95,224.72,220.41,220.98,13983106,1.58,1.83,1.46,4.67,0.32,0
2020-10-02,AAPL,205.46,206.74,204.21,205.7,12282928,1.72,2.38,1.55,4.99,0.3,0
2020-10-03,AAPL,212.22,216.25,210.71,214.18,7423384,2.15,2.04,1.35,4.11,0.57,0
2020-10-04,AAPL,213.89,215.05,212.65,213.13,8923527,1.93,2.09,0.88,2.1,0.21,0
2020-10-05,AAPL,206.85,207.23,204.65,206.11,10313387,2.51,2.05,1.17,3.67,0.33,0
2020-10-06,AAPL,216.82,217.09,216.57,216.64,6724790,2.06,2.1,1.53,3.73,0.08,0
2020-10-07,AAPL,219.64,227.57,218.67,218.89,7978803,1.74,2.46,1.67,3.26,0.05,0
2020-10-08,AAPL,217.91,220.36,217.77,217.96,8205016,1.34,2.15,1.41,3.6,0.32,0
2020-10-09,AAPL,212.41,214.2,209.17,212.85,13424080,1.13,2.13,1.62,3.36,0.63,0
2020-10-10,AAPL,218.23,221.13,213.34,214.38,12736196,1.42,1.21,1.37,4.91,0.06,0
2020-10-11,AAPL,206.52,210.71,205.5,209.36,9901941,1.92,2.1,1.86,4.7,0.09,0
2020-10-12,AAPL,216.85,220.19,216.74,217.64,13619029,1.26,1.45,1.53,4.0,0.18,0
2020-10-13,AAPL,213.33,216.0,213.14,214.93,5620156,2.6,2.29,1.51,4.18,0.3,0
2020-10-14,AAPL,214.67,215.63,214.09,214.97,8855611,1.6,1.81,1.31,4.42,0.02,0
2020-10-15,AAPL,206.6,211.06,206.31,207.66,12479168,1.8,2.32,1.65,5.84,0.06,0
2020-10-16,AAPL,213.71,216.63,210.68,215.91,9446728,2.23,1.86,1.41,4.0,0.36,0
2020-10-17,AAPL,208.76,211.18,203.68,205.25,10068054,2.06,1.95,1.6,4.55,0.39,0
2020-10-18,AAPL,214.8,218.38,212.11,215.72,10044407,1.27,1.79,1.06,5.03,0.58,0
2020-10-19,AAPL,209.55,209.88,209.32,209.53,10843092,2.13,1.9,1.59,3.9,0.34,0
2020-10-20,AAPL,209.07,211.5,205.73,210.4,9245315,2.36,1.83,1.61,4.27,0.28,0
2020-10-21,AAPL,202.28,205.42,202.19,203.2,10746697,2.16,2.36,1.19,4.59,0.28,0
2020-10-22,AAPL,210.58,213.67,207.96,211.83,11106727,1.82,1.94,1.95,3.72,0.4,0
2020-10-23,AAPL,218.86,219.13,213.44,216.88,12550781,1.92,2.16,1.71,4.97,0.39,0
2020-10-24,AAPL,215.75,218.55,215.08,215.25,10145449,2.09,1.58,1.7,4.8,0.14,0
2020-10-25,AAPL,212.91,217.01,209.15,213.24,12025274,1.92,2.97,2.08,3.85,0.43,0
2020-10-26,AAPL,221.44,223.31,219.69,222.66,8009192,2.91,1.5,1.43,4.07,0.42,0
2020-10-27,AAPL,212.1,216.33,210.87,210.88,8570638,2.26,2.1,1.54,3.2,0.37,0
2020-10-28,AAPL,205.26,207.02,204.28,204.37,9787024,1.77,1.83,1.77,5.52,0.16,0
2020-10-29,AAPL,212.6,213.34,207.72,213.3,8049267,2.65,2.2,1.36,4.8,0.29,0
2020-10-30,AAPL,208.76,214.08,207.35,210.16,11840022,1.85,2.0,1.73,3.42,0.23,0
2020-10-31,AAPL,211.08,213.84,209.6,212.92,10632716,1.56,2.05,1.83,4.47,0.12,0
2020-11-01,AAPL,213.05,213.55,212.42,212.74,8295596,1.27,2.28,0.94,4.39,0.14,0
2020-11-02,AAPL,202.87,205.24,198.97,199.94,8287003,2.05,1.62,1.05,3.69,0.2,0
2020-11-03,AAPL,212.04,213.24,211.23,213.2,12629559,1.72,2.36,1.13,3.7,0.14,0
2020-11-04,AAPL,215.12,218.86,211.79,216.29,8059751,1.8,2.37,1.59,3.23,0.29,0
2020-11-05,AAPL,207.59,212.41,205.1,207.75,9025221,2.27,2.42,1.46,3.74,0.43,0
2020-11-06,AAPL,211.95,213.77,207.8,208.28,9096101,1.61,2.0,1.45,3.7,0.12,0
2020-11-07,AAPL,208.68,209.1,205.69,207.51,9059512,1.79,1.93,1.65,5.06,0.12,0
2020-11-08,AAPL,213.93,214.65,208.92,210.22,10603400,2.09,1.45,1.28,3.95,0.28,0
2020-11-09,AAPL,211.45,213.52,209.7,211.01,12302258,1.89,2.36,1.36,4.13,0.31,0
2020-11-10,AAPL,214.61,214.98,212.9,214.3,13229557,1.84,2.4,1.15,4.47,0.21,0
2020-11-11,AAPL,208.06,212.55,207.78,212.4,8231683,0.71,2.02,1.74,3.19,0.42,0
2020-11-12,AAPL,211.03,213.29,207.47,212.35,7641261,2.09,2.2,1.88,4.71,0.63,0
2020-11-13,AAPL,217.03,218.08,214.71,217.46,6708814,2.75,2.35,1.48,4.68,0.17,0
2020-11-14,AAPL,214.85,218.48,214.1,217.19,14368193,2.29,1.83,1.35,3.93,0.2,0
2020-11-15,AAPL,217.11,217.26,214.81,215.44,9265859,1.65,2.75,1.81,3.08,0.28,0
2020-11-16,AAPL,213.14,213.38,212.77,213.13,11136206,1.48,2.41,1.91,6.52,0.21,0
2020-11-17,AAPL,213.16,218.93,210.84,214.38,10887047,1.15,2.17,1.45,4.0,0.67,0
2020-11-18,AAPL,211.11,211.2,210.3,210.96,8273012,1.98,2.01,1.62,2.91,0.44,0
2020-11-19,AAPL,212.08,213.54,210.18,210.83,13150778,2.01,2.04,1.33,4.94,0.28,0
2020-11-20,AAPL,212.27,217.32,206.74,210.26,8642713,1.84,1.77,1.44,5.28,0.47,0
2020-11-21,AAPL,223.45,225.88,220.58,222.27,11747257,1.98,2.28,2.05,3.38,0.08,0
2020-11-22,AAPL,226.78,230.89,221.89,222.6,10920543,2.1,1.69,1.55,5.17,0.3,0
2020-11-23,AAPL,216.91,219.77,215.96,217.14,11527395,2.56,1.73,1.36,3.87,0.56,0
2020-11-24,AAPL,213.28,216.8,212.96,216.74,9223306,1.85,2.19,1.33,5.34,0.05,0
2020-11-25,AAPL,210.19,212.76,209.95,211.04,9640366,2.08,2.05,1.6,4.45,0.16,0
2020-11-26,AAPL,207.55,209.5,205.12,205.4,6999556,1.61,2.41,1.72,3.95,0.21,0
2020-11-27,AAPL,211.78,215.21,209.44,211.72,7831579,3.06,1.75,1.69,3.88,0.26,0
2020-11-28,AAPL,207.51,207.87,205.61,207.61,10615353,1.45,1.74,1.95,3.41,0.54,0
2020-11-29,AAPL,213.2,213.37,212.19,212.78,10512443,2.24,2.4,1.59,3.9,0.39,0
2020-11-30,AAPL,212.24,214.53,212.13,213.45,11980332,1.89,2.16,1.38,3.48,0.51,0
2020-12-01,AAPL,213.27,214.57,210.89,211.6,9214115,1.64,1.95,1.88,3.52,0.21,0
2020-12-02,AAPL,215.17,219.16,214.99,218.7,13626815,1.83,2.08,1.37,3.32,0.19,0
2020-12-03,AAPL,207.17,208.42,206.98,208.11,9680167,2.47,1.49,2.16,4.71,0.15,0
2020-12-04,AAPL,204.88,204.92,203.2,203.98,10487314,1.45,1.7,1.26,4.09,0.19,0
2020-12-05,AAPL,206.85,209.42,203.47,203.98,9680629,2.22,2.25,1.54,3.74,0.15,0
2020-12-06,AAPL,210.3,216.27,203.46,208.66,9988879,2.59,1.59,1.63,5.5,0.22,0
2020-12-07,AAPL,209.66,214.35,206.12,209.68,9830360,2.76,2.11,1.84,4.86,0.18,0
2020-12-08,AAPL,205.0,213.71,203.22,213.36,12150686,2.11,2.06,1.23,4.19,0.51,0
2020-12-09,AAPL,211.52,214.52,210.66,211.6,8499277,1.38,1.43,1.35,5.56,0.32,0
2020-12-10,AAPL,210.09,210.38,204.11,206.12,8803124,1.52,1.98,1.59,5.67,0.52,0
2020-12-11,AAPL,214.02,215.85,213.59,215.26,8684425,2.25,1.87,1.13,3.83,0.64,0
2020-12-12,AAPL,207.79,210.17,206.52,209.09,7268765,1.71,1.63,1.57,3.95,0.16,0
2020-12-13,AAPL,213.22,213.54,209.04,210.44,7909571,2.08,1.9,1.5,3.91,0.58,0
2020-12-14,AAPL,209.73,212.44,204.64,210.04,9196409,2.54,2.48,1.61,5.25,0.44,0
2020-12-15,AAPL,213.56,216.43,212.59,212.79,14556486,1.98,1.53,1.26,3.55,0.04,0
2020-12-16,AAPL,214.73,216.88,214.05,216.34,9351863,1.79,2.09,1.76,4.36,0.43,0
2020-12-17,AAPL,213.19,214.17,212.82,213.21,8390081,1.45,2.04,1.75,4.52,0.01,0
2020-12-18,AAPL,213.5,214.03,211.5,211.78,10395833,1.8,1.81,1.64,3.88,0.39,0
2020-12-19,AAPL,208.2,211.04,204.01,211.02,12444130,1.55,1.71,1.77,4.75,0.24,0
2020-12-20,AAPL,212.09,214.63,211.74,214.12,9230114,1.81,2.55,1.47,3.49,0.39,0
2020-12-21,AAPL,208.98,209.11,208.77,208.93,10460202,2.68,1.67,1.81,4.76,0.22,0
2020-12-22,AAPL,213.22,214.67,207.88,208.4,5539063,2.5,2.16,1.38,2.79,0.51,0
2020-12-23,AAPL,211.65,215.19,209.86,210.35,5952692,2.24,2.45,1.38,3.6,0.41,0
2020-12-24,AAPL,219.05,219.92,215.58,218.16,7333743,2.37,2.42,1.89,4.42,0.09,0
2020-12-25,AAPL,214.63,217.04,211.19,211.81,10931546,2.16,2.39,1.82,4.44,0.34,0
2020-12-26,AAPL,210.41,212.68,206.22,212.4,12107783,2.04,1.86,1.63,3.35,0.24,0
2020-12-27,AAPL,210.41,211.53,210.4,211.43,13244349,2.2,1.71,1.35,3.63,0.25,0
2020-12-28,AAPL,201.86,205.45,198.99,202.63,7294982,2.16,1.94,1.62,3.76,0.39,0
2020-12-29,AAPL,212.47,213.93,212.01,212.59,10760613,1.71,1.72,1.46,3.27,0.18,0
2020-12-30,AAPL,210.27,213.5,208.78,211.97,14150130,2.52,2.44,1.74,3.91,0.21,0
2020-12-31,AAPL,218.71,220.94,216.8,217.24,10254185,2.04,2.46,1.16,2.62,0.04,0
2021-01-01,AAPL,215.63,216.02,214.92,215.92,12786362,2.42,2.26,1.26,3.94,0.2,0
2021-01-02,AAPL,211.19,214.4,206.03,211.02,9511438,2.22,1.79,1.29,4.18,0.17,0
2021-01-03,AAPL,212.78,214.3,210.23,210.64,11617838,1.71,1.78,1.44,3.06,0.57,0
2021-01-04,AAPL,211.85,212.48,208.9,212.22,12455874,1.99,2.53,1.38,3.38,0.42,0
2021-01-05,AAPL,213.69,214.12,213.66,213.88,9444911,2.65,2.13,1.83,3.83,0.55,0
2021-01-06,AAPL,221.87,222.9,220.4,220.93,8248552,2.57,1.62,1.51,3.79,0.41,0
2021-01-07,AAPL,211.16,211.88,211.14,211.45,9092727,2.86,1.73,1.69,4.29,0.39,0
2021-01-08,AAPL,206.13,210.77,204.51,209.94,8804948,2.97,1.57,1.49,2.83,0.04,0
2021-01-09,AAPL,219.66,220.36,211.74,213.4,6766573,1.89,1.93,1.66,4.04,0.49,0
2021-01-10,AAPL,213.33,214.07,210.93,212.33,8617230,2.34,1.9,1.21,4.16,0.42,0
2021-01-11,AAPL,212.89,216.59,210.02,213.87,10960521,1.47,2.25,1.26,4.55,0.58,0
2021-01-12,AAPL,208.77,213.18,206.67,211.13,8651314,1.63,1.8,1.1,2.98,0.07,0
2021-01-13,AAPL,215.35,216.65,213.82,215.56,10252628,1.77,1.7,1.14,4.53,0.36,0
2021-01-14,AAPL,215.65,218.52,215.54,218.24,10980159,2.27,2.17,1.36,3.63,0.19,0
2021-01-15,AAPL,218.63,218.75,217.81,218.68,12014314,2.26,2.01,1.42,3.94,0.0,0
2021-01-16,AAPL,222.7,226.26,222.55,224.96,10269414,1.94,1.67,1.59,4.02,0.52,0
2021-01-17,AAPL,216.22,225.52,215.83,223.13,10277290,1.46,1.74,1.52,4.88,0.18,0
2021-01-18,AAPL,210.86,212.46,209.98,211.53,12368506,1.71,2.2,1.18,4.62,0.2,0
2021-01-19,AAPL,213.96,215.45,211.44,214.48,10030365,1.51,2.19,1.5,2.14,0.84,1
2021-01-20,AAPL,208.62,209.46,207.75,208.44,9797350,0.95,1.55,1.6,3.95,0.51,0
2021-01-21,AAPL,210.71,213.37,209.15,211.09,10972369,1.03,1.38,1.68,4.41,0.34,0
2021-01-22,AAPL,208.66,210.87,206.7,209.66,9886119,1.83,1.8,1.79,2.89,0.28,0
2021-01-23,AAPL,211.47,214.29,208.0,213.7,9683389,1.91,1.75,1.5,3.95,0.52,0
2021-01-24,AAPL,214.37,216.98,210.81,211.14,10101072,2.74,1.76,1.38,3.33,0.12,0
2021-01-25,AAPL,213.09,213.69,210.44,213.47,12332741,2.27,1.35,1.37,3.55,0.17,0
2021-01-26,AAPL,211.53,215.08,204.5,205.03,8645619,2.21,1.92,1.57,3.16,0.15,0
2021-01-27,AAPL,204.29,205.89,203.84,205.55,16153720,2.68,1.63,1.56,3.51,0.14,0
2021-01-28,AAPL,211.52,213.56,208.62,209.29,10890208,1.6,2.36,1.65,4.14,0.26,0
2021-01-29,AAPL,210.34,210.94,209.07,209.83,10454991,2.32,1.75,1.2,3.54,0.27,0
2021-01-30,AAPL,207.88,209.89,206.07,206.65,7246771,1.27,2.11,1.39,3.28,0.33,0
2021-01-31,AAPL,208.59,212.59,203.01,211.74,7456161,2.11,2.32,1.41,5.08,0.45,0
2021-02-01,AAPL,208.22,209.98,203.97,204.98,11305647,2.44,1.98,1.29,3.6,0.08,0
2021-02-02,AAPL,201.75,204.66,200.34,201.27,10006295,2.61,2.29,1.15,4.47,0.11,0
2021-02-03,AAPL,218.71,220.93,214.7,219.95,10977854,1.77,2.46,1.59,3.27,0.39,0
2021-02-04,AAPL,218.01,221.41,217.56,219.06,9753311,2.15,1.8,1.44,3.25,0.52,0
2021-02-05,AAPL,198.56,201.59,192.31,195.8,10878137,0.88,1.85,1.79,5.63,0.28,0
2021-02-06,AAPL,211.98,217.55,209.06,209.31,10385193,3.2,1.37,1.67,3.91,0.32,0
2021-02-07,AAPL,221.62,224.05,219.08,219.92,9655339,1.32,1.71,1.29,5.08,0.55,0
2021-02-08,AAPL,212.0,212.17,211.15,211.88,10017567,1.88,2.02,1.37,2.32,0.18,0
2021-02-09,AAPL,200.35,205.38,194.87,196.6,12094703,2.64,2.0,1.19,5.0,0.32,0
2021-02-10,AAPL,216.29,223.47,209.73,217.39,8626569,1.56,2.29,1.29,4.11,0.55,0
2021-02-11,AAPL,212.64,218.04,210.65,216.98,6187455,2.36,2.11,1.59,3.78,0.17,0
2021-02-12,AAPL,212.02,213.29,211.1,211.54,12093823,1.05,1.63,1.54,4.18,0.31,0
2021-02-13,AAPL,210.53,215.4,208.21,212.46,11779082,2.1,2.03,1.51,4.83,0.2,0
2021-02-14,AAPL,213.13,216.34,210.26,216.15,14649346,1.63,1.99,1.8,4.15,0.39,0
2021-02-15,AAPL,210.21,210.52,206.38,209.22,8339566,1.62,2.02,1.76,4.4,0.29,0
2021-02-16,AAPL,207.56,207.7,204.34,206.33,10162165,3.17,1.9,1.66,3.99,0.24,0
2021-02-17,AAPL,209.04,214.01,208.06,208.22,8125765,2.34,1.79,1.43,3.99,0.28,0
2021-02-18,AAPL,214.67,216.04,209.93,215.09,10100455,1.78,1.83,1.66,3.5,0.14,0
2021-02-19,AAPL,216.7,220.23,216.4,218.72,11979898,2.26,1.84,1.28,3.99,0.12,0
2021-02-20,AAPL,214.08,220.3,213.8,218.75,10032050,1.56,2.42,1.25,3.56,0.1,0
2021-02-21,AAPL,202.41,205.68,197.75,197.79,6009839,2.11,1.87,1.45,4.29,0.68,0
2021-02-22,AAPL,210.87,211.51,208.11,209.71,13462339,1.89,2.43,1.28,2.78,0.27,0
2021-02-23,AAPL,214.03,214.5,211.03,213.1,14874485,2.58,1.85,1.24,4.05,0.4,0
2021-02-24,AAPL,214.51,216.03,213.64,214.12,8985982,2.02,1.3,1.36,4.27,0.53,0
2021-02-25,AAPL,214.93,216.35,213.34,215.44,13669640,1.47,1.92,1.58,5.65,0.05,0
2021-02-26,AAPL,212.2,214.73,209.95,212.31,11308862,1.85,2.15,1.72,3.84,0.25,0
2021-02-27,AAPL,210.71,213.15,209.07,210.77,8649824,1.59,1.66,1.4,3.41,0.03,0
2021-02-28,AAPL,214.07,215.33,210.5,211.23,8362789,1.82,1.74,1.35,4.59,0.24,0
2021-03-01,AAPL,223.28,224.41,221.74,222.57,9246324,1.26,1.62,1.31,4.06,0.13,0
2021-03-02,AAPL,220.81,222.05,217.15,221.12,12726753,2.3,1.48,1.33,5.11,0.42,0
2021-03-03,AAPL,222.78,224.47,220.49,223.76,8039060,1.87,2.32,1.47,3.32,0.23,0
2021-03-04,AAPL,211.35,215.05,208.93,211.0,10376951,1.91,2.41,1.25,3.64,0.35,0
2021-03-05,AAPL,213.59,216.48,213.37,216.47,12263156,1.74,2.07,1.62,2.6,0.2,0
2021-03-06,AAPL,213.99,217.57,211.68,212.64,9004076,2.46,1.8,1.61,3.76,0.18,0
2021-03-07,AAPL,211.45,215.06,208.45,211.45,8203661,1.86,1.34,1.0,4.03,0.32,0
2021-03-08,AAPL,213.55,217.04,211.93,213.96,11789821,1.83,1.41,1.34,3.77,0.16,0
2021-03-09,AAPL,200.59,204.47,198.66,201.14,11608512,1.38,1.66,1.23,3.95,0.26,0
2021-03-10,AAPL,215.75,217.43,214.0,216.32,8760455,2.34,1.95,1.51,3.29,0.3,0
2021-03-11,AAPL,210.94,214.83,204.4,205.15,7750689,2.05,2.04,1.15,4.64,0.24,0
2021-03-12,AAPL,203.25,204.18,199.68,202.28,9205353,2.0,2.18,1.55,3.42,0.45,0
2021-03-13,AAPL,215.65,217.67,213.01,213.97,8459347,1.81,1.41,1.36,3.06,0.4,0
2021-03-14,AAPL,211.82,213.79,208.93,212.85,9959802,1.27,1.87,1.17,4.63,0.29,0
2021-03-15,AAPL,209.22,212.09,207.98,211.72,7747523,1.33,2.53,1.58,2.87,0.19,0
2021-03-16,AAPL,217.59,221.79,215.71,218.3,9444972,1.01,1.92,1.5,5.27,0.48,0
2021-03-17,AAPL,213.14,214.9,211.54,212.31,10770946,1.92,2.49,1.45,3.98,0.13,0
2021-03-18,AAPL,213.13,213.24,205.97,212.9,11490301,1.31,2.29,1.85,3.03,0.09,0
2021-03-19,AAPL,218.75,225.49,214.01,223.51,9186663,2.08,1.59,1.38,4.67,0.38,0
2021-03-20,AAPL,211.58,212.0,211.17,211.72,11457037,1.87,2.2,1.39,4.09,0.38,0
2021-03-21,AAPL,215.78,222.55,213.78,220.84,8437455,1.57,1.82,1.78,4.01,0.25,0
2021-03-22,AAPL,219.29,219.92,218.81,218.85,15001800,1.99,2.04,1.61,3.26,0.57,0
2021-03-23,AAPL,210.16,212.35,205.07,209.9,5371087,1.75,2.4,1.26,4.33,0.19,0
2021-03-24,AAPL,212.39,216.75,212.17,216.42,12097728,1.08,1.06,1.55,3.79,0.35,0
2021-03-25,AAPL,222.8,223.49,221.46,222.68,10674726,2.0,1.84,1.41,3.7,0.3,0
2021-03-26,AAPL,205.97,206.02,200.27,203.47,12046113,1.58,2.37,1.4,5.2,0.6,0
2021-03-27,AAPL,205.11,207.95,204.44,204.88,11003582,2.56,1.48,1.6,3.78,0.24,0
2021-03-28,AAPL,211.64,214.55,210.39,212.09,10441167,2.04,1.58,1.55,3.67,0.38,0
2021-03-29,AAPL,211.56,214.47,209.23,210.69,9934899,2.2,1.95,1.42,2.58,0.11,0
2021-03-30,AAPL,214.35,217.21,211.92,216.92,10733628,2.18,1.86,1.55,3.91,0.33,0
2021-03-31,AAPL,219.38,221.12,218.42,220.64,11085746,0.58,2.41,1.69,2.61,0.1,0
2021-04-01,AAPL,211.83,212.08,211.44,211.61,12256479,1.95,1.51,1.43,4.7,0.19,0
2021-04-02,AAPL,209.19,211.16,204.42,207.18,10017176,2.35,2.21,1.07,5.07,0.61,0
2021-04-03,AAPL,206.12,206.18,205.58,205.66,12690295,1.93,2.15,1.51,3.1,0.24,0
2021-04-04,AAPL,211.66,215.93,210.05,213.04,8485138,2.17,1.69,1.93,4.42,0.27,0
2021-04-05,AAPL,212.19,214.02,212.11,212.2,9565682,0.99,2.16,2.09,3.56,0.25,0
2021-04-06,AAPL,203.69,204.5,203.31,204.33,9308667,2.2,1.87,1.61,3.79,0.6,0
2021-04-07,AAPL,210.54,215.71,208.24,213.24,8792323,1.84,1.28,1.16,3.11,0.25,0
2021-04-08,AAPL,210.82,212.96,210.18,211.87,9332108,1.69,2.03,1.58,3.21,0.44,0
2021-04-09,AAPL,210.79,211.4,210.74,210.84,8047199,0.87,1.94,1.27,4.27,0.08,0
2021-04-10,AAPL,217.54,219.57,211.83,214.64,10515066,2.05,1.9,1.66,3.94,0.5,0
2021-04-11,AAPL,216.2,218.71,215.28,216.01,7394310,0.91,2.08,1.71,2.98,0.36,0
2021-04-12,AAPL,226.79,233.96,225.8,229.64,6602860,2.15,2.04,1.43,3.92,0.7,0
2021-04-13,AAPL,214.19,214.9,212.96,214.01,13637797,1.97,2.36,1.47,2.13,0.08,0
2021-04-14,AAPL,208.81,209.59,205.97,206.25,10519915,0.78,2.21,1.3,4.14,0.34,0
2021-04-15,AAPL,218.7,224.28,215.86,216.06,10321178,2.68,1.93,1.47,3.12,0.32,0
2021-04-16,AAPL,221.56,225.25,219.79,223.44,7086824,2.93,1.51,1.41,3.95,0.58,0
2021-04-17,AAPL,209.88,212.56,208.0,211.14,7236816,1.1,1.33,1.37,3.76,0.28,0
2021-04-18,AAPL,217.51,219.21,215.71,215.8,9682697,2.11,1.78,1.27,4.27,0.12,0
2021-04-19,AAPL,208.16,209.62,202.86,204.59,8365183,2.16,1.28,1.85,4.54,0.14,0
2021-04-20,AAPL,210.3,217.1,209.25,216.42,7218810,1.28,2.33,1.4,4.95,0.49,0
2021-04-21,AAPL,218.17,224.44,218.06,218.15,9696065,2.53,1.73,1.4,3.86,0.08,0
2021-04-22,AAPL,212.12,212.4,207.16,210.14,7919667,2.32,1.67,1.81,4.13,0.35,0
2021-04-23,AAPL,216.07,216.57,212.53,213.68,10806549,2.37,1.8,1.46,3.57,0.63,0
2021-04-24,AAPL,219.5,224.87,213.23,216.25,11415429,2.0,1.54,1.62,4.67,0.12,0
2021-04-25,AAPL,213.39,213.47,211.24,213.09,11619188,2.13,2.04,1.93,3.22,0.65,0
2021-04-26,AAPL,228.91,231.6,227.1,230.09,11590373,2.17,1.82,1.74,4.0,0.66,0
2021-04-27,AAPL,220.98,222.85,220.26,222.0,10972619,2.05,1.69,1.29,5.41,0.17,0
2021-04-28,AAPL,215.2,217.47,212.39,213.29,7553722,2.43,2.05,1.79,3.03,0.48,0
2021-04-29,AAPL,208.0,209.64,207.36,207.92,11674308,1.05,1.84,1.77,3.85,0.1,0
2021-04-30,AAPL,216.66,217.58,213.95,216.68,9731237,3.25,1.92,1.42,4.09,0.62,0
2021-05-01,AAPL,202.88,204.64,197.98,199.08,9150337,2.08,2.59,1.35,3.18,0.15,0
2021-05-02,AAPL,215.65,217.84,213.17,216.3,11938461,3.1,1.89,1.53,3.67,0.16,0
2021-05-03,AAPL,219.6,222.66,218.51,221.7,11708804,2.5,2.05,1.94,6.23,0.44,0
2021-05-04,AAPL,224.32,226.13,221.59,225.08,9921453,1.58,2.33,1.72,3.6,0.55,0
2021-05-05,AAPL,221.25,223.56,217.41,223.54,8209144,2.37,2.38,1.39,3.89,0.32,0
2021-05-06,AAPL,206.23,208.2,203.93,208.0,9811163,2.13,1.99,1.69,4.07,0.33,0
2021-05-07,AAPL,206.99,207.26,206.3,207.17,8563870,2.31,1.67,1.55,3.41,0.43,0
2021-05-08,AAPL,206.84,207.91,204.24,206.67,12127547,2.24,1.74,1.45,3.18,0.49,0
2021-05-09,AAPL,212.14,212.58,209.85,210.92,10420734,2.48,2.38,1.14,4.66,0.16,0
2021-05-10,AAPL,207.69,210.2,204.18,204.33,7518812,2.54,1.83,1.51,4.76,0.2,0
2021-05-11,AAPL,212.63,214.68,210.86,210.95,9559772,2.66,2.66,1.41,2.85,0.37,0
2021-05-12,AAPL,210.27,212.11,208.11,208.54,9310826,2.36,2.13,1.46,3.27,0.47,0
2021-05-13,AAPL,213.43,216.04,209.67,212.3,6934963,1.82,2.51,1.68,2.46,0.11,0
2021-05-14,AAPL,223.9,226.72,221.11,225.99,13054858,1.14,2.59,1.48,3.4,0.23,0
2020-01-01,GOOGL,805.62,808.85,803.6,806.2,11915074,1.1,1.53,1.37,3.7,0.58,0
2020-01-02,GOOGL,793.35,800.23,787.75,795.91,13159659,1.39,2.65,1.03,3.6,0.46,0
2020-01-03,GOOGL,792.0,796.26,791.95,793.85,12398599,1.98,1.97,1.97,4.42,0.28,0
2020-01-04,GOOGL,795.83,796.7,794.74,795.51,12087690,1.99,2.31,0.91,4.63,0.12,0
2020-01-05,GOOGL,795.51,798.07,793.82,794.16,8790186,2.25,2.16,1.66,2.64,0.41,0
2020-01-06,GOOGL,794.93,796.08,788.31,791.14,11517888,2.13,1.88,1.23,4.28,0.14,0
2020-01-07,GOOGL,801.75,802.2,799.83,799.96,10146673,2.48,2.29,1.62,3.71,0.19,0
2020-01-08,GOOGL,796.37,799.1,795.82,799.04,7920732,2.21,2.01,1.73,4.65,0.47,0
2020-01-09,GOOGL,797.13,798.08,792.76,796.92,9517138,2.73,2.15,1.61,3.05,0.45,0
2020-01-10,GOOGL,798.46,799.13,794.14,798.67,10613396,1.72,1.82,1.57,4.1,0.48,0
2020-01-11,GOOGL,804.49,810.71,802.13,804.03,12202660,2.36,2.7,1.37,4.77,0.22,0
2020-01-12,GOOGL,802.49,803.97,798.25,802.97,10277664,1.23,1.84,1.78,2.97,0.39,0
2020-01-13,GOOGL,800.63,801.83,797.84,801.73,8148220,1.94,1.96,1.46,4.03,0.48,0
